REGION_DE_NAISSANCE,CREDIT,NIVEAU,SESSION,MENTION,MOYENNE ANNUELLE,RESULTAT,RESULTAT APP EVALUATION,Année BAC,Sexe,Série,Ets. de provenance,Type candidature,Académie de l'Ets. Prov.,Résidence,Centre d'Ec.,Nbre Fois au BAC,Mention,Résultat,Groupe Résultat,Année de l'Extrait EC,Moy. nde,Moy. ère,Moy. S Term.,Moy. S Term..1,MATH,SCPH,FR,PHILO,AN,SVT,COME,AFTA,EPAT,Tot. Pts au Grp.,Moyenne au Grp.,Moy. Gle,Moy. sur Mat.Fond.,Age en Décembre 2018,Score DAP,Rang DAP,Score L1,Rang L1,S1,S2,S3,Homme,Femme,Série_Encode,Sexe_Encode,RESULTAT_Encode,SESSION_Encode,MENTION_Encode,Academie perf.,Residence perf.,Résidence_Encode,Ets. de provenance_Encode,Centre d'Ec._Encode,Académie de l'Ets. Prov._Encode,REGION_DE_NAISSANCE_Encode
Sédhiou,5,1,Deuxième Session,NULL,3.17,NON ADMIS,1,2018,M,S2,LYCEE DE BOUNKILING,O,Académie de Sédhiou,BOUNKILING,LYCEE DE BOUNKILING,3,Pass,ADM,2,1995,11.9,10.75,10.06,9.08,5,12,6,6,8,7,0.0,0.0,0.0,208,8.0,10.19,11.35,23,124.2,1025,3.17,938,0,1,0,1,0,1,1,0,0,4,10.52925925925926,10.854,12,151,48,12,14
 Ziguinchor,60,1,Deuxième Session,Passable,10.74,PASSE,1,2018,M,S2,LYCEE DE BAILA,O,Académie de Ziguinchor,BAILA,LYCEE DE BAILA,1,Pass,ADM,2,1997,13.86,13.37,11.55,10.91,9,11,8,7,6,8,0.0,0.0,0.0,230,8.85,10.62,12.06,21,153.0,575,10.74,232,0,1,0,1,0,1,1,2,0,0,10.648571428571428,10.329999999999998,1,139,38,15,10
 Thiès,25,1,Deuxième Session,NULL,7.73,NON ADMIS,1,2018,M,S2,LYCEE DAROU KHOUDOSS ,O,Académie de Thiès,DAROU KHOUDOSS,LYCEE DAROU KHOUDOSS ,2,Pass,ADM,2,2010,11.12,10.5,9.98,9.89,6,11,11,9,4,9,0.0,0.0,0.0,223,8.58,10.04,10.47,20,128.25,993,7.73,655,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.01,18,136,36,14,9
 Thiès,0,1,Deuxième Session,NULL,0.86,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE ACADEMICA,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,2,Pass,ADM,1,2011,11.15,11.04,12.42,10.0,8,11,15,7,10,7,0.0,0.0,0.0,260,10.0,10.0,8.71,20,139.65,852,0.86,1004,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.625599999999999,77,51,20,14,9
Kaffrine,5,1,Deuxième Session,NULL,3.97,NON ADMIS,1,2018,F,S2,LYCEE DE NGANDA,O,Académie de Kaffrine,KAFFRINE,LYCEE BABACAR COBAR NDAW,1,Pass,ADM,2,2010,14.88,13.14,11.01,9.99,4,11,9,10,8,8,0.0,0.0,0.0,212,8.15,10.77,11.0,19,133.0,958,3.97,896,0,1,0,0,1,1,0,0,0,4,10.78076923076923,10.305,48,219,31,3,12
 Matam,25,1,Deuxième Session,NULL,7.48,NON ADMIS,1,2018,F,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,2,Pass,ADM,2,1995,11.59,10.73,10.83,10.2,10,13,7,5,3,5,0.0,0.0,0.0,215,8.27,10.04,11.47,23,168.15,272,7.48,686,0,1,0,0,1,1,0,0,0,4,10.570365853658537,10.612075471698114,17,122,154,0,6
 Diourbel,35,1,Deuxième Session,NULL,8.4,NON ADMIS,1,2018,F,S2,LYCEE DE NGOYE,O,Académie de Diourbel,NGOYE,LYCEE DE NGOYE,3,Pass,ADM,1,1992,10.0,11.34,9.18,10.41,10,13,8,8,5,11,0.0,0.0,0.0,260,10.0,10.0,11.41,26,159.3,445,8.4,580,0,1,0,0,1,1,0,0,0,4,10.45184210526316,10.527142857142858,96,223,106,1,1
 Fatick,60,1,Deuxième Session,Passable,10.47,PASSE,1,2018,M,S2,LYCEE DE NGOYE,O,Académie de Diourbel,NGOYE,LYCEE DE NGOYE,3,Pass,ADM,2,2005,9.45,11.2,9.22,10.61,10,10,7,8,6,8,0.0,0.0,0.0,232,8.92,10.88,11.94,25,135.0,921,10.47,274,0,1,0,1,0,1,1,2,0,0,10.45184210526316,10.527142857142858,96,223,106,1,2
 Dakar,60,1,Deuxième Session,Passable,10.25,PASSE,1,2018,F,S2,LYCEE MODERNE DE RUFISQUE,O,Académie de Rufisque,RUFISQUE,CEM MOMAR SENE WALY,1,Pass,ADM,1,1999,12.76,10.36,11.71,11.39,7,12,12,10,9,10,0.0,0.0,0.0,260,10.0,10.0,9.82,19,160.0,403,10.25,306,0,1,0,0,1,1,0,2,0,0,10.276041666666666,10.287826086956523,120,308,11,10,0
 Fatick,16,1,Deuxième Session,NULL,3.54,NON ADMIS,1,2018,M,S2,ECOLE CATHOLIQUE CARDINAL HYACINTHE THIANDOUM,O,Académie de Dakar,PARCELLES ASSAINIES,CEM UNITE 19,1,Pass,ADM,2,1998,12.08,10.28,10.41,11.55,4,12,9,4,10,7,0.0,0.0,0.0,208,8.0,10.42,11.0,20,132.0,971,3.54,918,0,1,0,1,0,1,1,0,0,4,10.570365853658537,10.494137931034482,108,40,15,0,2
 Kaolack,36,1,Deuxième Session,NULL,7.1,NON ADMIS,1,2018,M,S2,LYCEE IBRAHIMA DIOUF,O,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,2,Pass,ADM,2,1997,12.43,11.29,12.18,10.45,12,9,12,6,11,5,0.0,0.0,0.0,232,8.92,10.69,10.94,22,145.35,724,7.1,725,0,1,0,1,0,1,1,0,0,4,10.556461538461537,10.403962264150943,52,289,17,4,3
 Kaolack,60,1,Deuxième Session,Passable,11.43,PASSE,1,2018,M,S2,LYCEE DE TAIBA NIASSENE,O,Académie de Kaolack,TAIBA NIASSENE,LYCEE DE TAIBA NIASSENE,1,Pass,ADM,1,2008,12.24,12.76,9.13,8.97,12,13,6,7,10,8,0.0,0.0,0.0,260,10.0,10.0,10.94,20,189.0,90,11.43,150,0,1,0,1,0,1,1,2,0,0,10.556461538461537,10.432222222222222,134,258,134,4,3
 Saint-Louis,0,1,Deuxième Session,NULL,0.61,NON ADMIS,1,2018,M,S2,LYCEE BABA DIONGUE,O,Académie de Saint - Louis,PODOR,LYCEE BABA DIONGUE,1,Pass,ADM,1,2000,11.2,10.03,12.97,13.7,12,11,13,10,4,10,0.0,0.0,0.0,283,10.88,10.88,10.94,18,181.0,138,0.61,1007,0,1,0,1,0,1,1,0,0,4,10.754035087719299,10.542857142857143,115,119,30,11,7
 Diourbel,60,1,Deuxième Session,Passable,10.2,PASSE,1,2018,M,S2,LYCEE DE MBACKE,O,Académie de Diourbel,MBACKE,LYCEE DE MBACKE,2,Pass,ADM,2,2005,11.47,10.54,12.87,11.48,7,11,7,5,11,5,0.0,0.0,0.0,208,8.0,10.42,9.82,20,133.95,946,10.2,316,0,1,0,1,0,1,1,2,0,0,10.45184210526316,10.248947368421051,73,199,87,1,1
Kaffrine,45,1,Deuxième Session,NULL,9.74,AUTORISE,1,2018,F,S2,LYCEE BABACAR COBAR NDAW,O,Académie de Kaffrine,KAFFRINE,LYCEE BABACAR COBAR NDAW,1,Pass,ADM,1,2000,13.63,11.32,13.44,14.66,16,12,9,9,7,8,0.0,0.0,0.0,275,10.58,10.58,11.76,18,214.0,16,9.74,391,0,1,0,0,1,1,0,1,0,4,10.78076923076923,10.305,48,120,31,3,12
 Thiès,11,1,Deuxième Session,NULL,6.23,NON ADMIS,1,2018,M,S2,"ECOLE PRIVEE LAIQUE ""GROUPE SCOLAIRE MAME CHEIKH ANTA MBACKE""",O,Académie de Thiès,TOUBA TOUL,LYCEE DE TOUBA TOUL,3,Pass,ADM,2,2005,0.0,0.0,0.0,0.0,9,11,8,6,11,5,0.0,0.0,0.0,227,8.73,10.46,10.76,22,137.70000000000002,888,6.23,798,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.115,147,73,143,14,9
 Thiès,40,1,Deuxième Session,NULL,9.5,NON ADMIS,1,2018,F,S2,LYCEE ABABACAR SY,O,Académie de Thiès,TIVAOUANE,LYCEE ABABACAR SY,3,Pass,ADM,1,2009,12.11,10.31,11.55,12.62,10,15,7,6,10,7,0.0,0.0,0.0,260,10.0,10.0,10.71,21,175.5,189,9.5,429,0,1,0,0,1,1,0,0,0,4,10.54970588235294,10.565833333333332,145,112,26,14,9
 Thiès,5,1,Deuxième Session,NULL,5.34,NON ADMIS,1,2018,M,S2,LYCEE AHMADOU NDACK SECK THIES,O,Académie de Thiès,THIES,ECOLE ELEMENTAIRE GERMAINE LE GOFF DE THIES,3,Pass,ADM,2,2002,11.29,10.05,9.83,9.0,14,7,6,12,7,4,0.0,0.0,0.0,208,8.0,10.08,10.12,23,132.3,964,5.34,842,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.443461538461538,142,114,22,14,9
 Thiès,60,1,Première Session,Assez-Bien,13.02,PASSE,1,2018,M,S2,LYCEE DE NGOUNDIANE,O,Académie de Thiès,NGOUNDIANE,LYCEE DE NGOUNDIANE,1,Pass,ADM,1,1997,13.57,12.92,12.06,12.27,14,10,9,5,8,11,0.0,0.0,0.0,264,10.15,10.15,11.53,21,174.0,203,113.02,5,0,1,0,1,0,1,1,2,1,1,10.54970588235294,10.846363636363636,95,222,105,14,9
 Kolda,50,1,Deuxième Session,NULL,9.93,AUTORISE,1,2018,M,S2,LYCEE ALPHA MOLO BALDE,O,Académie de Kolda,KOLDA,LYCEE ALPHA MOLO BALDE,2,Pass,ADM,2,2010,13.67,10.01,10.03,10.3,9,9,6,10,9,5,0.0,0.0,0.0,213,8.19,10.04,9.35,19,137.75,887,9.93,374,0,1,0,1,0,1,1,1,0,4,10.615862068965518,10.507222222222222,60,118,29,5,4
 Ziguinchor,50,1,Deuxième Session,NULL,9.9,AUTORISE,1,2018,M,S2,LYCEE DJIGNABO,O,Académie de Ziguinchor,ZIGUINCHOR,COLLEGE SAINT CHARLES LWANGA,2,Pass,ADM,2,1998,11.65,11.05,7.69,8.51,6,14,10,5,9,8,0.0,0.0,0.0,246,9.46,10.23,10.12,20,153.9,538,9.9,379,0,1,0,1,0,1,1,1,0,4,10.648571428571428,10.55111111111111,153,280,18,15,10
 Fatick,10,1,Deuxième Session,NULL,6.63,NON ADMIS,1,2018,M,S2,COURS PRIVES SALMANE AL FARICI,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,3,Pass,ADM,2,1994,9.91,11.32,9.62,10.55,13,8,7,5,2,9,0.0,0.0,0.0,218,8.38,10.0,12.12,24,135.0,921,6.63,769,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.625599999999999,77,33,20,14,2
 Fatick,50,1,Deuxième Session,NULL,10.44,AUTORISE,1,2018,M,S2,LYCEE SERIGNE KHASSIM MBACKE GUINGUINEO,O,Académie de Kaolack,GUINGUINEO,LYCEE SERIGNE KHASSIM MBACKE GUINGUINEO,2,Pass,ADM,1,1997,12.3,11.43,12.53,13.08,7,15,11,5,6,9,0.0,0.0,0.0,260,10.0,10.0,10.53,21,168.15,272,10.44,281,0,1,0,1,0,1,1,1,0,4,10.556461538461537,10.5475,45,315,171,4,2
 Dakar,60,1,Deuxième Session,Passable,10.87,PASSE,1,2018,M,S2,LYCEE DE YOFF,O,Académie de Dakar,PARCELLES ASSAINIES,ECOLE CATHOLIQUE CARDINAL HYACINTHE THIANDOUM,1,Pass,ADM,2,2001,11.31,11.0,11.26,11.44,7,12,8,11,9,7,0.0,0.0,0.0,237,9.12,10.69,10.65,17,160.0,403,10.87,207,0,1,0,1,0,1,1,2,0,0,10.570365853658537,10.494137931034482,108,276,21,0,0
 Kaolack,40,1,Deuxième Session,NULL,9.35,NON ADMIS,1,2018,F,S2,LYCEE IBRAHIMA DIOUF,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,2,Pass,ADM,2,2000,11.97,10.7,11.55,10.64,8,11,9,10,7,4,0.0,0.0,0.0,211,8.12,10.19,10.47,21,139.65,852,9.35,456,0,1,0,0,1,1,0,0,0,4,10.556461538461537,10.403962264150943,52,289,16,4,3
0,60,1,Deuxième Session,Passable,10.52,PASSE,1,2018,M,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,2,Pass,ADM,2,1997,9.93,11.69,11.0,12.14,12,12,7,8,4,5,0.0,0.0,0.0,222,8.54,10.54,11.88,21,171.0,236,10.52,265,0,1,0,1,0,1,1,2,0,0,10.570365853658537,10.612075471698114,17,122,154,0,11
 Diourbel,60,1,Deuxième Session,Passable,11.3,PASSE,1,2018,M,S2,LYCEE DE MBACKE,O,Académie de Diourbel,MBACKE,LYCEE DE MBACKE,2,Pass,ADM,2,2004,11.46,9.82,11.49,10.39,7,9,8,7,10,6,0.0,0.0,0.0,208,8.0,10.04,9.41,21,116.85,1050,11.3,161,0,1,0,1,0,1,1,2,0,0,10.45184210526316,10.248947368421051,73,199,87,1,1
 Kolda,16,1,Deuxième Session,NULL,7.81,NON ADMIS,1,2018,F,S2,LYCEE DE KOUNKANE,O,Académie de Kolda,KOUNKANE,LYCEE DE KOUNKANE,3,Pass,ADM,2,2007,10.05,10.81,8.56,9.63,10,9,6,6,6,7,0.0,0.0,0.0,215,8.27,11.27,12.47,23,126.9,1004,7.81,647,0,1,0,0,1,1,0,0,0,4,10.615862068965518,11.0,63,186,79,5,4
 Dakar,44,1,Deuxième Session,NULL,10.39,AUTORISE,1,2018,F,S2,LYCEE JOHN F KENNEDY,O,Académie de Dakar,DAKAR,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,2,Pass,ADM,2,1996,10.54,13.5,11.91,11.54,9,11,10,8,8,5,0.0,0.0,0.0,227,8.73,12.08,12.47,23,145.35,724,10.39,286,0,1,0,0,1,1,0,1,0,4,10.570365853658537,10.612075471698114,17,290,177,0,0
 Thiès,60,1,Deuxième Session,Passable,10.75,PASSE,1,2018,M,S2,LYCEE ABABACAR SY,O,Académie de Thiès,TIVAOUANE,LYCEE ABABACAR SY,2,Pass,ADM,2,2009,9.53,9.59,11.4,11.62,11,13,5,5,5,4,0.0,0.0,0.0,214,8.23,10.31,12.41,21,173.85,207,10.75,228,0,1,0,1,0,1,1,2,0,0,10.54970588235294,10.565833333333332,145,112,26,14,9
 Dakar,16,1,Deuxième Session,NULL,5.6,NON ADMIS,1,2018,M,S2,LYCEE SEYDINA LIMAMOULAYE,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,CEM OGO DIOP,1,Pass,ADM,1,1997,13.18,13.62,12.16,13.14,8,13,12,6,7,11,0.0,0.0,0.0,268,10.31,10.31,10.82,21,165.0,329,5.6,835,0,1,0,1,0,1,1,0,0,4,10.529097744360902,10.416290322580645,43,320,13,9,0
 Kaolack,26,1,Deuxième Session,NULL,8.75,NON ADMIS,1,2018,M,S2,LYCEE DE BIRKILANE,O,Académie de Kaffrine,BIRKILANE,LYCEE DE BIRKILANE,2,Pass,ADM,2,1995,11.14,11.04,11.5,11.01,9,11,11,11,9,4,0.0,0.0,0.0,225,8.65,11.12,10.76,23,145.35,724,8.75,533,0,1,0,1,0,1,1,0,0,4,10.78076923076923,11.016,9,147,44,3,3
 Thiès,60,1,Deuxième Session,Passable,10.51,PASSE,1,2018,M,S2,COLLEGE SAINT GABRIEL,O,Académie de Thiès,THIES,COLLEGE SAINT GABRIEL,1,Pass,ADM,2,1999,13.34,12.91,12.13,10.75,7,11,15,5,10,5,0.0,0.0,0.0,231,8.88,11.5,10.18,19,151.0,631,10.51,269,0,1,0,1,0,1,1,2,0,0,10.54970588235294,10.443461538461538,142,23,19,14,9
 Kolda,60,1,Deuxième Session,Passable,11.09,PASSE,1,2018,F,S2,LYCEE ALPHA MOLO BALDE,O,Académie de Kolda,KOLDA,LYCEE ALPHA MOLO BALDE,4,Pass,ADM,2,2004,10.58,9.45,11.42,11.54,5,13,9,7,6,9,0.0,0.0,0.0,240,9.23,10.58,11.29,23,124.95,1021,11.09,180,0,1,0,0,1,1,0,2,0,0,10.615862068965518,10.507222222222222,60,118,29,5,4
 Louga,25,1,Deuxième Session,NULL,7.66,NON ADMIS,1,2018,M,S2,NOUVEAU LYCEE DE DAHRA ,O,Académie de Louga,DAHRA,LYCEE DE DAHRA,2,Pass,ADM,2,2006,9.08,10.2,10.86,11.02,10,10,12,11,6,7,0.0,0.0,0.0,245,9.42,10.0,9.65,21,142.5,790,7.66,666,0,1,0,1,0,1,1,0,0,4,10.600980392156861,10.696666666666665,16,325,52,7,5
 Dakar,21,1,Deuxième Session,NULL,7.13,NON ADMIS,1,2018,F,S2,LYCEE DE MBAO,O,Académie de Pikine - Guédiawaye,MBAO,LYCEE DE MBAO,2,Pass,ADM,1,1996,11.8,10.7,12.73,9.8,10,10,11,9,8,10,0.0,0.0,0.0,260,10.0,10.0,10.0,22,142.5,790,7.13,723,0,1,0,0,1,1,0,0,0,4,10.529097744360902,10.765172413793103,74,200,88,9,0
 Thiès,60,1,Première Session,Assez-Bien,12.52,PASSE,1,2018,M,S2,LYCEE COUMBA DIACK GUEYE KHOMBOLE,O,Académie de Thiès,KHOMBOLE,CEM COUMBA DIACK GUEYE DE KHOMBOLE,1,Pass,ADM,1,2010,10.89,11.57,11.32,11.88,6,16,9,11,8,8,0.0,0.0,0.0,265,10.19,10.19,10.24,19,190.0,81,112.52,17,0,1,0,1,0,1,1,2,1,1,10.54970588235294,10.27,58,133,2,14,9
 Fatick,0,1,Deuxième Session,NULL,3.19,NON ADMIS,1,2018,M,S2,LYCEE DE PASSY,O,Académie de Fatick,PASSY,LYCEE DE PASSY,2,Pass,ADM,1,2010,10.5,9.56,9.89,10.11,10,12,12,10,9,13,0.0,0.0,0.0,296,11.38,11.38,11.76,20,159.6,429,3.19,935,0,1,0,1,0,1,1,0,0,4,10.526071428571429,10.546000000000001,109,237,116,2,2
 Louga,40,1,Deuxième Session,NULL,9.91,NON ADMIS,1,2018,M,S2,LYCEE MAME THIERNO BIRAHIM MBACKE,O,Académie de Louga,DAROU MOUSTY,LYCEE MAME THIERNO BIRAHIM MBACKE,2,Pass,ADM,2,2008,10.73,10.38,10.61,9.71,11,10,6,13,7,8,0.0,0.0,0.0,241,9.27,10.08,10.65,21,148.2,679,9.91,375,0,1,0,1,0,1,1,0,0,4,10.600980392156861,10.188571428571427,19,303,163,7,5
 Kaolack,46,1,Deuxième Session,NULL,9.96,AUTORISE,1,2018,F,S2,LYCEE DE BIRKILANE,O,Académie de Kaffrine,BIRKILANE,LYCEE DE BIRKILANE,1,Pass,ADM,2,2011,10.52,12.29,10.34,10.73,9,11,12,13,6,2,0.0,0.0,0.0,209,8.04,10.96,11.12,18,163.0,345,9.96,371,0,1,0,0,1,1,0,1,0,4,10.78076923076923,11.016,9,147,44,3,3
 Fatick,16,1,Deuxième Session,NULL,6.31,NON ADMIS,1,2018,F,S2,LYCEE KHAR KANE,O,Académie de Fatick,GOSSAS,LYCEE KHAR KANE,2,Pass,ADM,1,2006,11.2,10.13,11.36,12.32,17,11,13,11,10,5,0.0,0.0,0.0,292,11.23,11.23,10.65,21,190.95,77,6.31,792,0,1,0,0,1,1,0,0,0,4,10.526071428571429,10.618888888888888,40,292,153,2,2
 Thiès,60,1,Deuxième Session,Passable,10.75,PASSE,1,2018,M,S2,LYCEE DE SALY,O,Académie de Thiès,SALY,LYCEE DE SALY,1,Pass,ADM,2,1999,11.69,13.56,12.48,12.38,12,11,9,6,8,5,0.0,0.0,0.0,224,8.62,11.85,14.12,19,181.0,138,10.75,228,0,1,0,1,0,1,1,2,0,0,10.54970588235294,11.376666666666667,124,250,126,14,9
 Louga,50,1,Deuxième Session,NULL,10.1,AUTORISE,1,2018,M,S2,LYCEE MACODOU KANGUE SALL,O,Académie de Louga,KEBEMER,LYCEE MACODOU KANGUE SALL,1,Pass,ADM,2,1997,10.28,10.83,9.8,9.86,13,12,10,6,7,3,0.0,0.0,0.0,227,8.73,11.38,13.0,21,186.0,112,10.1,334,0,1,0,1,0,1,1,1,0,4,10.600980392156861,10.82,54,297,158,7,5
 Fatick,40,1,Deuxième Session,NULL,9.34,NON ADMIS,1,2018,F,S2,LYCEE DE PALMARIN FACAO,O,Académie de Fatick,FIMELA,LYCEE DE PALMERIN DE FACAO,2,Pass,ADM,2,1997,12.42,11.13,10.54,10.47,13,9,12,12,5,6,0.0,0.0,0.0,245,9.42,11.96,13.0,21,151.04999999999998,602,9.34,458,0,1,0,0,1,1,0,0,0,4,10.526071428571429,11.27,33,235,115,2,2
Sédhiou,0,1,Deuxième Session,NULL,4.94,NON ADMIS,1,2018,F,S2,LYCEE DE KARANTABA,O,Académie de Sédhiou,TANAFF,LYCEE DE TANAFF,3,Pass,ADM,2,2002,11.0,9.5,11.52,11.07,13,8,5,4,6,9,0.0,0.0,0.0,219,8.42,10.15,11.94,21,135.0,921,4.94,856,0,1,0,0,1,1,0,0,0,4,10.52925925925926,10.862,137,181,135,12,14
 Louga,21,1,Deuxième Session,NULL,6.35,NON ADMIS,1,2018,M,S2,NOUVEAU LYCEE DE DAHRA ,O,Académie de Louga,DAHRA,LYCEE DE DAHRA,1,Pass,ADM,2,1999,9.11,12.45,9.44,9.74,6,14,6,4,14,4,0.0,0.0,0.0,208,8.0,10.92,11.35,19,172.0,222,6.35,786,0,1,0,1,0,1,1,0,0,4,10.600980392156861,10.696666666666665,16,325,52,7,5
 Tambacounda,60,1,Deuxième Session,Passable,11.11,PASSE,1,2018,M,S2,LYCEE MAME CHEIKH MBAYE,O,Académie de Tambacounda,TAMBACOUNDA,LYCEE MAME CHEIKH MBAYE,3,Pass,ADM,2,2008,10.58,11.29,12.3,13.0,10,10,6,10,12,3,0.0,0.0,0.0,216,8.31,11.42,11.41,22,135.0,921,11.11,177,0,1,0,1,0,1,1,2,0,0,10.563333333333333,10.5975,136,302,162,13,8
