REGION_DE_NAISSANCE,CREDIT,NIVEAU,SESSION,MENTION,MOYENNE ANNUELLE,RESULTAT,RESULTAT APP EVALUATION,Année BAC,Sexe,Série,Ets. de provenance,Type candidature,Académie de l'Ets. Prov.,Résidence,Centre d'Ec.,Nbre Fois au BAC,Mention,Résultat,Groupe Résultat,Année de l'Extrait EC,Moy. nde,Moy. ère,Moy. S Term.,Moy. S Term..1,MATH,SCPH,FR,PHILO,AN,SVT,COME,AFTA,EPAT,Tot. Pts au Grp.,Moyenne au Grp.,Moy. Gle,Moy. sur Mat.Fond.,Age en Décembre 2018,Score DAP,Rang DAP,Score L1,Rang L1,S1,S2,S3,Homme,Femme,Série_Encode,Sexe_Encode,RESULTAT_Encode,SESSION_Encode,MENTION_Encode,Academie perf.,Residence perf.,Résidence_Encode,Ets. de provenance_Encode,Centre d'Ec._Encode,Académie de l'Ets. Prov._Encode,REGION_DE_NAISSANCE_Encode
 Thiès,25,1,Deuxième Session,NULL,8.32,NON ADMIS,1,2018,F,S2,LYCEE DE MBORO,O,Académie de Thiès,MBORO,LYCEE DE MBORO,2,Pass,ADM,2,1997,10.47,10.27,8.47,8.6,8,11,12,7,9,8,0.0,0.0,0.0,234,9.0,10.77,11.65,21,139.65,852,8.32,592,0,1,0,0,1,1,0,0,0,4,10.54970588235294,10.43,75,202,89,14,9
 Ziguinchor,60,1,Deuxième Session,Passable,10.29,PASSE,1,2018,M,S2,CANDIDAT INDIVIDUEL ZIGUINCHOR (CAOSP),I,Académie de Ziguinchor,ZIGUINCHOR,COLLEGE SAINT CHARLES LWANGA,2,Pass,ADM,2,2009,0.0,0.0,0.0,0.0,13,13,8,4,5,5,0.0,0.0,0.0,231,8.88,10.27,11.94,21,185.25,114,10.29,298,0,1,0,1,0,1,1,2,0,0,10.648571428571428,10.55111111111111,153,15,18,15,10
Sédhiou,25,1,Deuxième Session,NULL,7.9,NON ADMIS,1,2018,M,S2,LYCEE DE TANAFF,O,Académie de Sédhiou,TANAFF,LYCEE DE TANAFF,3,Pass,ADM,2,2001,0.0,0.0,0.0,0.0,8,10,7,8,5,10,0.0,0.0,0.0,219,8.42,11.19,12.82,21,124.2,1025,7.9,638,0,1,0,1,0,1,1,0,0,4,10.52925925925926,10.862,137,259,135,12,14
 Diourbel,46,1,Deuxième Session,NULL,8.47,AUTORISE,1,2018,F,S2,LYCEE DE OUROSSOGUI,O,Académie de Matam,OUROSSOGUI,LYCEE DE OUROSSOGUI,1,Pass,ADM,2,2000,12.41,10.25,10.01,11.45,12,9,12,5,7,3,0.0,0.0,0.0,214,8.23,11.15,11.65,19,163.0,345,8.47,569,0,1,0,0,1,1,0,1,0,4,10.74148148148148,10.793333333333335,106,234,114,8,1
 Kaolack,10,1,Deuxième Session,NULL,3.5,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE LA REFERENCE XAM XAMLE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,3,Pass,ADM,1,2007,11.14,10.49,10.11,12.46,11,11,14,6,10,6,0.0,0.0,0.0,260,10.0,10.0,9.24,22,148.5,670,3.5,920,0,1,0,1,0,1,1,0,0,4,10.556461538461537,10.403962264150943,52,71,16,4,3
 Diourbel,60,1,Deuxième Session,Assez-Bien,12.2,PASSE,1,2018,M,S2,LYCEE SERIGNE MOUHAMADOU MOUSTAPHA MBACKE DE TAIF,O,Académie de Diourbel,TAIF,LYCEE SERIGNE MOUHAMADOU MOUSTAPHA MBACKE DE TAIF,1,Pass,ADM,2,2011,13.52,13.43,12.16,12.65,11,11,5,3,6,9,0.0,0.0,0.0,219,8.42,11.38,13.94,19,175.0,192,12.2,113,0,1,0,1,0,1,1,2,0,1,10.45184210526316,10.905714285714286,135,317,172,1,1
 Kolda,50,1,Deuxième Session,NULL,9.93,AUTORISE,1,2018,M,S2,LYCEE ALPHA MOLO BALDE,O,Académie de Kolda,KOLDA,LYCEE ALPHA MOLO BALDE,2,Pass,ADM,2,2010,13.67,10.01,10.03,10.3,9,9,6,10,9,5,0.0,0.0,0.0,213,8.19,10.04,9.35,19,137.75,887,9.93,374,0,1,0,1,0,1,1,1,0,4,10.615862068965518,10.507222222222222,60,118,29,5,4
 Diourbel,45,1,Deuxième Session,NULL,9.7,AUTORISE,1,2018,F,S2,LYCEE DE NGASCOPE,O,Académie de Diourbel,NGOYE,LYCEE DE NGOYE,2,Pass,ADM,2,1995,11.58,10.54,10.83,10.26,9,11,7,8,4,10,0.0,0.0,0.0,228,8.77,10.5,11.82,23,145.35,724,9.7,396,0,1,0,0,1,1,0,1,0,4,10.45184210526316,10.527142857142858,96,220,106,1,1
 Dakar,40,1,Deuxième Session,NULL,9.55,NON ADMIS,1,2018,F,S2,CANDIDAT INDIVIDUEL DAKAR (LEBRET),I,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,2,Pass,ADM,1,1996,0.0,0.0,0.0,0.0,14,11,13,12,9,6,0.0,0.0,0.0,269,10.35,10.35,10.12,22,173.85,207,9.55,419,0,1,0,0,1,1,0,0,0,4,10.570365853658537,10.612075471698114,17,2,154,0,0
 Kaolack,60,1,Première Session,Passable,10.92,PASSE,1,2018,M,S2,LYCEE DE KAHONE,O,Académie de Kaolack,KAHONE,LYCEE DE KAHONE,2,Pass,ADM,2,2010,12.34,9.9,8.56,8.86,11,10,7,9,6,7,0.0,0.0,0.0,226,8.69,11.81,13.47,20,148.2,679,110.92,67,0,1,0,1,0,1,1,2,1,0,10.556461538461537,10.892,50,178,72,4,3
 Diourbel,26,1,Deuxième Session,NULL,6.79,NON ADMIS,1,2018,M,S2,LYCEE DE MBACKE,O,Académie de Diourbel,MBACKE,LYCEE DE MBACKE,2,Pass,ADM,1,2010,9.91,10.58,12.68,12.65,8,12,12,10,8,10,0.0,0.0,0.0,271,10.42,10.42,10.12,20,148.2,679,6.79,757,0,1,0,1,0,1,1,0,0,4,10.45184210526316,10.248947368421051,73,199,87,1,1
 Diourbel,60,1,Première Session,Passable,10.06,PASSE,1,2018,M,S2,LYCEE DE GATE,O,Académie de Diourbel,GATE,LYCEE DE GATE,1,Pass,ADM,1,2004,13.83,14.02,10.71,10.71,15,10,12,4,10,5,0.0,0.0,0.0,260,10.0,10.0,9.71,19,190.0,81,110.06,97,0,1,0,1,0,1,1,2,1,0,10.45184210526316,10.506,39,172,67,1,1
 Matam,60,1,Deuxième Session,Passable,10.82,PASSE,1,2018,M,S2,LYCEE DE NGUIDJILONE,O,Académie de Matam,NGUIDJILONE,LYCEE DE NGUIDJILONE,1,Pass,ADM,2,1999,13.07,12.7,12.81,11.92,9,10,5,7,9,6,0.0,0.0,0.0,209,8.04,10.12,9.71,19,154.0,523,10.82,218,0,1,0,1,0,1,1,2,0,0,10.74148148148148,10.12,100,227,110,8,6
 Dakar,26,1,Deuxième Session,NULL,8.74,NON ADMIS,1,2018,M,S2,LYCEE DE POUT,O,Académie de Thiès,POUT,LYCEE DE POUT,1,Pass,ADM,2,2010,0.0,0.0,0.0,0.0,10,10,11,6,6,8,0.0,0.0,0.0,228,8.77,11.54,13.53,20,150.0,643,8.74,535,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.49,117,244,121,14,0
 Kaolack,10,1,Deuxième Session,NULL,3.53,NON ADMIS,1,2018,M,S2,LYCEE ALINE SITOE DIATTA,O,Académie de Ziguinchor,OUSSOUYE,LYCEE ALINE SITOE DIATTA,2,Pass,ADM,2,1997,0.0,0.0,0.0,0.0,10,10,11,10,7,7,0.0,0.0,0.0,246,9.46,11.0,10.35,21,142.5,790,3.53,919,0,1,0,1,0,1,1,0,0,4,10.648571428571428,10.831999999999999,107,117,28,15,3
 Saint-Louis,30,1,Deuxième Session,NULL,8.48,NON ADMIS,1,2018,F,S2,LYCEE BABA DIONGUE,O,Académie de Saint - Louis,PODOR,LYCEE BABA DIONGUE,1,Pass,ADM,1,2009,13.58,10.52,11.75,10.32,12,11,10,8,7,8,0.0,0.0,0.0,260,10.0,10.0,10.24,18,181.0,138,8.48,568,0,1,0,0,1,1,0,0,0,4,10.754035087719299,10.542857142857143,115,119,30,11,7
 Fatick,10,1,Deuxième Session,NULL,5.01,NON ADMIS,1,2018,F,S2,ECOLE PRIVEE ACADEMICA,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,3,Pass,ADM,2,2003,9.89,11.74,10.61,10.2,11,10,10,7,7,4,0.0,0.0,0.0,224,8.62,11.27,11.71,24,140.4,840,5.01,853,0,1,0,0,1,1,0,0,0,4,10.54970588235294,10.625599999999999,77,51,20,14,2
 Louga,10,1,Deuxième Session,NULL,3.72,NON ADMIS,1,2018,F,S2,NOUVEAU LYCEE DE DAHRA ,O,Académie de Louga,DAHRA,LYCEE DE DAHRA,2,Pass,ADM,2,1995,9.21,9.6,11.07,11.5,8,11,8,5,9,7,0.0,0.0,0.0,212,8.15,10.77,12.12,23,139.65,852,3.72,908,0,1,0,0,1,1,0,0,0,4,10.600980392156861,10.696666666666665,16,325,52,7,5
Sédhiou,26,1,Deuxième Session,NULL,7.64,NON ADMIS,1,2018,M,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,1,Pass,ADM,2,2005,12.3,11.79,9.83,10.62,7,10,12,6,11,7,0.0,0.0,0.0,222,8.54,10.81,10.82,20,132.0,971,7.64,667,0,1,0,1,0,1,1,0,0,4,10.570365853658537,10.612075471698114,17,122,177,0,14
 Dakar,0,1,Deuxième Session,NULL,0.45,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE GENERATION 2000,O,Académie de Rufisque,BARGNY,LYCEE DE BARGNY,1,Pass,ADM,2,1998,12.74,11.49,9.27,11.11,6,12,10,10,9,6,0.0,0.0,0.0,228,8.77,10.08,9.06,20,144.0,760,0.45,1017,0,1,0,1,0,1,1,0,0,4,10.276041666666666,10.186,6,63,42,10,0
 Fatick,10,1,Deuxième Session,NULL,5.97,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE LES GENIES DU GUETH,O,Académie de Louga,KEBEMER,LYCEE MACODOU KANGUE SALL,3,Pass,ADM,1,1996,9.7,9.64,12.02,10.99,11,12,5,9,8,11,0.0,0.0,0.0,260,10.0,10.0,11.35,22,156.6,508,5.97,809,0,1,0,1,0,1,1,0,0,4,10.600980392156861,10.82,54,78,158,7,2
 Kaolack,35,1,Deuxième Session,NULL,7.24,NON ADMIS,1,2018,M,S2,LYCEE SAMBA DIONE DE GANDIAYE,O,Académie de Kaolack,GANDIAYE,LYCEE SAMBA DIONE DE GANDIAYE,3,Pass,ADM,2,2006,11.04,9.75,12.57,10.81,14,8,9,6,5,6,0.0,0.0,0.0,228,8.77,12.08,13.65,20,140.4,840,7.24,713,0,1,0,1,0,1,1,0,0,4,10.556461538461537,10.765,37,312,168,4,3
 Diourbel,21,1,Deuxième Session,NULL,6.18,NON ADMIS,1,2018,F,S2,ECOLE PRIVEE MANDELA MADIBA,O,Académie de Diourbel,DIOURBEL,LYCEE D'ENSEIGNEMENT GENERAL DE DIOURBEL,4,Pass,ADM,1,2001,11.46,10.37,9.35,11.09,15,10,10,6,10,7,0.0,0.0,0.0,260,10.0,10.0,10.41,23,153.0,575,6.18,800,0,1,0,0,1,1,0,0,0,4,10.45184210526316,10.391739130434782,27,83,35,1,1
 Kaolack,20,1,Deuxième Session,NULL,6.82,NON ADMIS,1,2018,F,S2,CANDIDAT INDIVIDUEL KAFFRINE (CAOSP),I,Académie de Kaffrine,KAFFRINE,LYCEE BABACAR COBAR NDAW,4,Pass,ADM,1,2006,0.0,0.0,0.0,0.0,17,10,6,7,6,8,0.0,0.0,0.0,260,10.0,10.0,11.35,24,163.2,343,6.82,754,0,1,0,0,1,1,0,0,0,4,10.78076923076923,10.305,48,7,31,3,3
 Thiès,5,1,Deuxième Session,NULL,4.04,NON ADMIS,1,2018,M,S2,LYCEE DE FAHU II,O,Académie de Thiès,THIES,ECOLE ELEMENTAIRE GERMAINE LE GOFF DE THIES,2,Pass,ADM,2,2009,12.58,10.27,10.28,10.27,10,12,10,11,8,5,0.0,0.0,0.0,229,8.81,11.46,12.12,20,159.6,429,4.04,891,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.443461538461538,142,166,22,14,9
 Dakar,60,1,Première Session,Passable,11.64,PASSE,1,2018,M,S2,ECOLE CATHOLIQUE COLLEGE SAINT PIERRE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,1,1999,11.5,11.13,11.66,12.41,12,13,8,10,4,8,0.0,0.0,0.0,260,10.0,10.0,10.94,19,199.0,44,111.64,40,0,1,0,1,0,1,1,2,1,0,10.570365853658537,10.612075471698114,17,41,181,0,0
 Kolda,41,1,Deuxième Session,NULL,8.79,NON ADMIS,1,2018,M,S2,LYCEE DE MAMPATIM,O,Académie de Kolda,DABO,LYCEE DE DABO,2,Pass,ADM,2,2006,10.24,12.43,11.27,12.12,7,12,11,10,5,6,0.0,0.0,0.0,230,8.85,10.0,10.18,19,152.0,589,8.79,526,0,1,0,1,0,1,1,0,0,4,10.615862068965518,10.49,14,196,51,5,4
 Thiès,60,1,Première Session,Passable,11.3,PASSE,1,2018,M,S2,LYCEE ABABACAR SY,O,Académie de Thiès,TIVAOUANE,LYCEE ABABACAR SY,1,Pass,ADM,2,1999,11.33,9.76,9.85,10.74,8,11,12,7,8,4,0.0,0.0,0.0,222,8.54,10.35,10.29,19,157.0,474,111.3,50,0,1,0,1,0,1,1,2,1,0,10.54970588235294,10.565833333333332,145,112,26,14,9
 Fatick,35,1,Deuxième Session,NULL,8.61,NON ADMIS,1,2018,M,S2,LYCEE DE THIARE NDIALGUI,O,Académie de Fatick,THIARE NDIALGUI,LYCEE DE THIARE NDIALGUI,3,Pass,ADM,1,2006,9.74,8.98,12.07,12.76,12,14,8,6,12,7,0.0,0.0,0.0,269,10.35,10.35,10.94,22,178.20000000000002,164,8.61,551,0,1,0,1,0,1,1,0,0,4,10.526071428571429,10.175,141,263,138,2,2
 Fatick,25,1,Deuxième Session,NULL,8.14,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE LEOPOLD SEDAR SENGHOR,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,5,Pass,ADM,2,2004,9.84,10.41,11.04,10.16,10,12,8,6,8,3,0.0,0.0,0.0,218,8.38,10.0,10.18,24,142.79999999999998,783,8.14,612,0,1,0,1,0,1,1,0,0,4,10.276041666666666,10.287826086956523,120,76,165,10,2
 Thiès,60,1,Deuxième Session,Passable,10.53,PASSE,1,2018,M,S2,LYCEE MALICK SY,O,Académie de Thiès,THIES,COLLEGE SAINT GABRIEL,1,Pass,ADM,1,2011,12.73,12.25,11.22,11.9,16,11,11,7,9,5,0.0,0.0,0.0,260,10.0,10.0,10.35,20,195.0,60,10.53,263,0,1,0,1,0,1,1,2,0,0,10.54970588235294,10.443461538461538,142,301,19,14,9
 Dakar,21,1,Deuxième Session,NULL,7.84,NON ADMIS,1,2018,M,S2,CANDIDAT INDIVIDUEL THIES (ACAPES),I,Académie de Thiès,THIES,LYCEE D' ENSEIGNEMENT TECHNIQUE ET DE FORMATION PR,4,Pass,ADM,2,2003,0.0,0.0,0.0,0.0,13,10,9,8,5,5,0.0,0.0,0.0,225,8.65,11.19,12.65,22,142.79999999999998,783,7.84,644,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.443461538461538,142,13,34,14,0
 Fatick,60,1,Deuxième Session,Passable,11.42,PASSE,1,2018,M,S2,LYCEE DE PASSY,O,Académie de Fatick,PASSY,LYCEE DE PASSY,2,Pass,ADM,2,2010,11.28,11.3,11.53,11.68,8,12,13,6,7,8,0.0,0.0,0.0,245,9.42,11.15,11.12,19,157.7,468,11.42,151,0,1,0,1,0,1,1,2,0,0,10.526071428571429,10.546000000000001,109,237,116,2,2
 Ziguinchor,19,1,Deuxième Session,NULL,7.52,NON ADMIS,1,2018,F,S2,COLLEGE SAINT CHARLES LWANGA,O,Académie de Ziguinchor,ZIGUINCHOR,COLLEGE SAINT CHARLES LWANGA,1,Pass,ADM,1,1999,13.78,13.11,11.99,12.18,9,10,12,14,10,9,0.0,0.0,0.0,276,10.62,10.62,9.35,19,154.0,523,7.52,680,0,1,0,0,1,1,0,0,0,4,10.648571428571428,10.55111111111111,153,22,18,15,10
 Thiès,6,1,Deuxième Session,NULL,3.55,NON ADMIS,1,2018,M,S2,COURS PRIVES GESTU XAM XAM,O,Académie de Thiès,THIES,LYCEE D' ENSEIGNEMENT TECHNIQUE ET DE FORMATION PR,7,Pass,ADM,2,2005,9.63,9.28,8.29,8.27,12,8,9,7,7,6,0.0,0.0,0.0,218,8.38,11.38,12.71,24,122.39999999999999,1034,3.55,917,0,1,0,1,0,1,1,0,0,4,10.54970588235294,10.443461538461538,142,30,34,14,9
 Kaolack,45,1,Deuxième Session,NULL,9.06,AUTORISE,1,2018,M,S2,LYCEE DE NDOFFANE,O,Académie de Kaolack,NDOFFANE,LYCEE DE NDOFFANE,3,Pass,ADM,1,2008,12.57,11.19,10.88,10.95,13,9,7,13,12,7,0.0,0.0,0.0,260,10.0,10.0,9.47,22,143.1,768,9.06,495,0,1,0,1,0,1,1,1,0,4,10.556461538461537,10.984,89,215,100,4,3
 Diourbel,60,1,Deuxième Session,Passable,11.41,PASSE,1,2018,M,S2,LYCEE DE BAMBEY SERERE,O,Académie de Diourbel,BAMBEY SERERE,LYCEE DE BAMBEY SERERE,1,Pass,ADM,1,2010,9.67,12.93,11.89,12.43,9,10,13,8,9,10,0.0,0.0,0.0,263,10.12,10.12,9.71,19,154.0,523,11.41,152,0,1,0,1,0,1,1,2,0,0,10.45184210526316,10.831999999999999,5,144,41,1,1
 Kaolack,40,1,Deuxième Session,NULL,9.36,NON ADMIS,1,2018,M,S2,LYCEE DE NGATHIE NAOUDE,O,Académie de Kaolack,KAHONE,LYCEE DE KAHONE,3,Pass,ADM,2,2004,0.0,0.0,7.41,6.68,14,11,7,12,7,7,0.0,0.0,0.0,249,9.58,11.88,13.65,22,164.70000000000002,340,9.36,454,0,1,0,1,0,1,1,0,0,4,10.556461538461537,10.892,50,221,72,4,3
 Diourbel,10,1,Deuxième Session,NULL,4.19,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE SERIGNE SOHIBOU MBACKE,O,Académie de Diourbel,DIOURBEL,LYCEE TECHNIQUE AMADOU BAMBA,3,Pass,ADM,2,1994,9.04,9.33,7.72,8.83,13,10,9,10,3,5,0.0,0.0,0.0,225,8.65,10.88,11.94,25,151.20000000000002,594,4.19,886,0,1,0,1,0,1,1,0,0,4,10.45184210526316,10.391739130434782,27,89,174,1,1
 Fatick,35,1,Deuxième Session,NULL,9.39,NON ADMIS,1,2018,M,S2,LYCEE DE OUAKAM,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,2,Pass,ADM,2,2009,10.12,10.52,12.02,11.91,16,10,10,6,3,5,0.0,0.0,0.0,242,9.31,14.0,16.35,21,176.7,182,9.39,445,0,1,0,1,0,1,1,0,0,4,10.570365853658537,10.612075471698114,17,233,181,0,2
 Fatick,5,1,Deuxième Session,NULL,4.62,NON ADMIS,1,2018,M,S2,LYCEE KHAR KANE,O,Académie de Fatick,GOSSAS,LYCEE KHAR KANE,1,Pass,ADM,2,1999,12.56,11.62,11.16,11.05,11,13,6,7,7,4,0.0,0.0,0.0,223,8.58,10.19,10.29,19,193.0,67,4.62,872,0,1,0,1,0,1,1,0,0,4,10.526071428571429,10.618888888888888,40,292,153,2,2
 Ziguinchor,0,1,Deuxième Session,NULL,2.43,NON ADMIS,1,2018,M,S2,LYCEE EL HADJI OMAR LAMINE BADJI DE DJIBOCK,O,Académie de Ziguinchor,ZIGUINCHOR,COLLEGE SAINT CHARLES LWANGA,2,Pass,ADM,2,1998,10.86,10.57,10.02,10.22,7,11,7,10,12,3,0.0,0.0,0.0,208,8.0,11.23,10.53,20,133.95,946,2.43,960,0,1,0,1,0,1,1,0,0,4,10.648571428571428,10.55111111111111,153,284,18,15,10
 Dakar,34,1,Deuxième Session,NULL,8.06,NON ADMIS,1,2018,M,S2,LYCEE SEYDINA LIMAMOULAYE,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,CEM JOSEPH CORREA B,1,Pass,ADM,2,2000,10.9,11.44,11.48,12.42,7,10,14,15,9,6,0.0,0.0,0.0,237,9.12,10.88,9.47,19,142.0,820,8.06,619,0,1,0,1,0,1,1,0,0,4,10.529097744360902,10.416290322580645,43,320,9,9,0
 Kaolack,20,1,Deuxième Session,NULL,6.78,NON ADMIS,1,2018,M,S2,LYCEE DE KAHONE,O,Académie de Kaolack,KAHONE,LYCEE DE KAHONE,1,Pass,ADM,2,2006,11.63,11.85,10.36,9.7,7,12,11,8,9,7,0.0,0.0,0.0,239,9.19,10.0,9.47,20,150.0,643,6.78,759,0,1,0,1,0,1,1,0,0,4,10.556461538461537,10.892,50,178,72,4,3
 Kaolack,60,1,Deuxième Session,Passable,10.05,PASSE,1,2018,M,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,2,Pass,ADM,2,2010,10.86,10.58,10.12,8.98,12,9,5,10,5,4,0.0,0.0,0.0,208,8.0,10.08,10.59,20,145.35,724,10.05,350,0,1,0,1,0,1,1,2,0,0,10.556461538461537,10.403962264150943,52,322,16,4,3
 Fatick,60,1,Première Session,Passable,10.74,PASSE,1,2018,M,S2,LYCEE DE DIOFIOR,O,Académie de Fatick,DIOFIOR,LYCEE DE DIOFIOR,1,Pass,ADM,2,1998,12.08,11.28,9.67,10.38,9,14,10,5,4,4,0.0,0.0,0.0,220,8.46,10.54,11.47,20,180.0,155,110.74,75,0,1,0,1,0,1,1,2,1,0,10.526071428571429,10.6625,25,159,58,2,2
 Louga,50,1,Deuxième Session,NULL,10.1,AUTORISE,1,2018,M,S2,LYCEE MACODOU KANGUE SALL,O,Académie de Louga,KEBEMER,LYCEE MACODOU KANGUE SALL,1,Pass,ADM,2,1997,10.28,10.83,9.8,9.86,13,12,10,6,7,3,0.0,0.0,0.0,227,8.73,11.38,13.0,21,186.0,112,10.1,334,0,1,0,1,0,1,1,1,0,4,10.600980392156861,10.82,54,297,158,7,5
