REGION_DE_NAISSANCE,CREDIT,NIVEAU,SESSION,MENTION,MOYENNE ANNUELLE,RESULTAT,RESULTAT APP EVALUATION,Année BAC,Sexe,Série,Ets. de provenance,Type candidature,Académie de l'Ets. Prov.,Résidence,Centre d'Ec.,Nbre Fois au BAC,Mention,Résultat,Groupe Résultat,Année de l'Extrait EC,Moy. nde,Moy. ère,Moy. S Term.,Moy. S Term..1,MATH,SCPH,FR,PHILO,AN,SVT,COME,AFTA,EPAT,Tot. Pts au Grp.,Moyenne au Grp.,Moy. Gle,Moy. sur Mat.Fond.,Age en Décembre 2018,Score DAP,Rang DAP,Score L1,Rang L1,S1,S2,S3,Homme,Femme,Série_Encode,Sexe_Encode,RESULTAT_Encode,SESSION_Encode,MENTION_Encode,Academie perf.,Residence perf.,Résidence_Encode,Ets. de provenance_Encode,Centre d'Ec._Encode,Académie de l'Ets. Prov._Encode,REGION_DE_NAISSANCE_Encode
 Kaolack,13,1,Deuxième Session,NULL,4.5,NON ADMIS,1,2018,M,S2,LYCEE SERIGNE MOUSTAPHA BASSIROU DE POROKHANE,O,Académie de Kaolack,POROKHANE,LYCEE DE POROKHANE,2,Pass,ADM,2,2009,9.98,10.93,11.17,11.75,10,9,6,8,9,8.0,0.0,0.0,0.0,230,8.85,10.38,10.59,21,136.79999999999998,311,4.5,305,0,1,0,1,0,1,1,0,0,4,10.863333333333333,10.38,62,133,67,4,3
 Kaolack,60,1,Première Session,Assez-Bien,13.24,PASSE,1,2017,M,S1,LYCEE DE THIAROYE,O,Académie de Pikine - Guédiawaye,PIKINE,CEM THIAROYE 44,1,Pass,ADM,1,1997,15.54,13.27,12.42,11.23,7,12,7,11,12,8.0,0.0,0.0,0.0,270,10.0,10.0,9.5,21,235.0,135,113.24,16,1,0,0,1,0,0,1,2,1,1,10.693384615384616,10.695217391304348,60,100,10,9,3
 Dakar,50,1,Deuxième Session,NULL,9.42,AUTORISE,1,2018,M,S2,COURS PRIVES SAVOIR PLUS,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,1,Pass,ADM,1,2000,11.74,13.93,13.26,13.03,19,10,8,9,9,6.0,0.0,0.0,0.0,260,10.0,10.0,11.24,18,241.0,113,9.42,158,0,1,0,1,0,1,1,1,0,4,10.693384615384616,10.744285714285713,32,9,103,9,0
 Dakar,0,1,Deuxième Session,NULL,2.22,NON ADMIS,1,2018,M,S2,CANDIDAT INDIVIDUEL DE PIKINE (CAOSP),I,Académie de Pikine - Guédiawaye,GUEDIAWAYE,UNIVERSITE AMADOU HAMPATE BA,8,Pass,ADM,2,1984,0.0,0.0,0.0,0.0,14,10,5,3,7,4.0,0.0,0.0,0.0,208,8.0,10.08,11.18,34,158.1,273,2.22,343,0,1,0,1,0,1,1,0,0,4,10.693384615384616,10.663333333333332,20,0,104,9,0
 Kaolack,60,1,Première Session,Passable,10.3,PASSE,1,2017,M,S1,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,1,Pass,ADM,2,1995,13.55,11.87,9.9,10.35,6,10,12,8,8,2.0,0.0,0.0,0.0,216,8.0,10.0,10.5,23,214.0,178,110.3,86,1,0,0,1,0,0,1,2,1,0,10.863333333333333,11.245,29,139,12,4,3
 Thiès,60,1,Deuxième Session,Passable,11.49,PASSE,1,2018,M,S2,LYCEE DE NGOUNDIANE,O,Académie de Thiès,NGOUNDIANE,LYCEE DE NGOUNDIANE,1,ABien,ADM,1,2017,13.99,10.61,11.72,13.12,17,14,9,14,4,9.0,0.0,0.0,0.0,312,12.0,12.0,13.12,19,267.0,59,11.49,108,0,1,0,1,0,1,1,2,0,0,10.926122448979593,11.46,52,84,61,14,9
 Kolda,6,1,Deuxième Session,NULL,5.26,NON ADMIS,1,2018,M,S2,LYCEE DE PATA,O,Académie de Kolda,PATA,LYCEE DE PATA,1,Pass,ADM,2,2011,13.21,11.64,10.42,11.52,9,8,10,8,11,4.0,0.0,0.0,0.0,209,8.04,11.62,11.47,19,139.0,306,5.26,282,0,1,0,1,0,1,1,0,0,4,11.098181818181818,10.829999999999998,59,89,66,5,4
 Louga,45,1,Deuxième Session,NULL,9.13,AUTORISE,1,2018,M,S2,LYCEE DE GUEOUL,O,Académie de Louga,GUEOUL,LYCEE DE GUEOUL,1,Pass,ADM,1,2011,12.25,12.53,12.01,11.26,10,9,6,12,9,13.0,0.0,0.0,0.0,260,10.0,10.0,10.71,18,154.0,278,9.13,173,0,1,0,1,0,1,1,1,0,4,10.847500000000002,10.635,21,66,46,7,5
 Dakar,42,1,Deuxième Session,NULL,8.41,NON ADMIS,1,2018,M,S2,LYCEE DE THIAROYE,O,Académie de Pikine - Guédiawaye,PIKINE,CEM THIAROYE 44,1,Pass,ADM,2,1997,10.63,13.07,11.69,0.0,15,7,11,5,7,4.0,0.0,0.0,0.0,218,8.38,11.23,12.53,21,177.0,235,8.41,196,0,1,0,1,0,1,1,0,0,4,10.693384615384616,10.695217391304348,60,100,10,9,0
 Dakar,45,1,Deuxième Session,NULL,10.18,AUTORISE,1,2018,M,S1,LYCEE ABDOULAYE SADJI,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,1,ABien,ADM,1,1999,14.63,12.21,12.37,12.93,11,11,12,12,15,11.0,0.0,0.0,0.0,328,12.15,12.15,11.0,19,295.0,26,10.18,141,1,0,0,1,0,0,1,1,0,4,10.668399999999998,10.72,66,32,92,10,0
Kaffrine,10,1,Deuxième Session,NULL,2.0,NON ADMIS,1,2018,M,S2,LYCEE DE MALEM HODAR,O,Académie de Kaffrine,MALEM HODAR,LYCEE DE MALEM HODAR,2,Pass,ADM,2,2007,10.4,10.16,10.99,10.09,8,7,12,7,9,6.0,0.0,0.0,0.0,208,8.0,11.19,10.53,21,108.3,340,2.0,346,0,1,0,1,0,1,1,0,0,4,10.7975,11.19,40,73,52,3,12
 Dakar,60,1,Première Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE PLAN JAXAAY,O,Académie de Rufisque,JAXAAY,LYCEE PLAN JAXAAY,1,Pass,ADM,1,2000,13.26,11.83,13.36,14.14,14,13,8,10,15,5.0,0.0,0.0,0.0,273,10.5,10.5,10.47,19,214.0,178,110.0,96,0,1,0,1,0,1,1,2,1,0,10.668399999999998,10.603333333333333,23,129,93,10,0
 Kaolack,43,1,Deuxième Session,NULL,9.53,AUTORISE,1,2018,M,S2,LYCEE DE TAIBA NIASSENE,O,Académie de Kaolack,TAIBA NIASSENE,LYCEE DE TAIBA NIASSENE,1,Pass,ADM,2,2011,14.29,13.07,9.92,10.05,6,9,9,7,10,10.0,0.0,0.0,0.0,221,8.5,11.0,11.41,20,108.0,341,9.53,155,0,1,0,1,0,1,1,1,0,4,10.863333333333333,11.0,72,97,74,4,3
 Kaolack,60,1,Première Session,Assez-Bien,13.1,PASSE,1,2018,M,S1,LYCEE DES PARCELLES ASSAINIES U13,O,Académie de Dakar,PARCELLES ASSAINIES,LYCEE SERGENT MALAMINE CAMARA,1,ABien,ADM,1,2011,14.01,13.39,13.48,13.48,10,15,12,7,14,9.0,0.0,0.0,0.0,324,12.0,12.0,12.5,20,300.0,23,113.1,19,1,0,0,1,0,0,1,2,1,1,11.080526315789474,12.524285714285714,57,106,95,0,3
 Fatick,3,1,Deuxième Session,NULL,3.53,NON ADMIS,1,2018,M,S2,LYCEE DE DIARRERE,O,Académie de Fatick,DIOUROUP,LYCEE DE DIOUROUP,2,Pass,ADM,1,1999,11.55,11.77,11.08,10.96,11,11,10,10,6,11.0,0.0,0.0,0.0,278,10.69,10.69,11.0,19,166.25,252,3.53,325,0,1,0,1,0,1,1,0,0,4,10.715652173913044,10.69,13,58,41,2,2
 Dakar,60,1,Première Session,Passable,10.35,PASSE,1,2018,M,S1,LYCEE DE SEBIKOTANE,O,Académie de Rufisque,SEBIKOTANE,LYCEE DE SEBIKOTANE,1,Pass,ADM,1,1998,14.66,12.16,10.87,11.31,10,11,12,8,13,5.0,0.0,0.0,0.0,270,10.0,10.0,10.5,20,256.0,81,110.35,84,1,0,0,1,0,0,1,2,1,0,10.668399999999998,10.6275,70,95,72,10,0
 Dakar,25,1,Deuxième Session,NULL,4.92,NON ADMIS,1,2018,F,S2,GROUPE SCOLAIRE HALWAR,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,1,2000,14.21,12.69,11.84,11.17,10,12,13,10,17,6.0,0.0,0.0,0.0,282,10.85,10.85,9.29,18,172.0,244,4.92,292,0,1,0,0,1,1,0,0,0,4,11.080526315789474,10.754516129032258,7,27,104,0,0
 Thiès,60,1,Première Session,Passable,11.7,PASSE,1,2018,M,S1,LYCEE DE TAIBA  NDIAYE,O,Académie de Thiès,TAIBA NDIAYE,LYCEE DE TAIBA  NDIAYE,1,ABien,ADM,1,1998,14.49,13.63,12.45,12.69,12,11,13,16,9,11.0,0.0,0.0,0.0,324,12.0,12.0,11.5,20,294.0,28,111.7,41,1,0,0,1,0,0,1,2,1,0,10.926122448979593,11.0,71,96,73,14,9
 Saint-Louis,5,1,Deuxième Session,NULL,3.18,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE MALOUGAI MAGOI DIATTA ,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,3,Pass,ADM,2,2007,10.33,10.47,12.54,12.35,8,9,12,11,7,3.0,0.0,0.0,0.0,208,8.0,10.77,10.82,22,113.4,338,3.18,330,0,1,0,1,0,1,1,0,0,4,10.693384615384616,10.744285714285713,32,22,103,9,7
 Tambacounda,50,1,Deuxième Session,NULL,8.67,AUTORISE,1,2017,F,S1,LYCEE WAOUNDE NDIAYE,O,Académie de Tambacounda,BAKEL,LYCEE WAOUNDE NDIAYE,1,Pass,ADM,2,1999,15.19,14.25,12.16,11.24,6,9,10,8,11,4.0,0.0,0.0,0.0,216,8.0,10.33,10.5,19,218.0,169,8.67,189,1,0,0,0,1,0,0,1,0,4,11.0,10.5825,0,140,102,13,8
 Louga,60,1,Première Session,Passable,11.71,PASSE,1,2018,M,S1,LYCEE MALICK SALL,O,Académie de Louga,LOUGA,LYCEE MALICK SALL,1,ABien,ADM,1,2002,15.77,14.61,12.62,11.71,14,13,12,7,11,5.0,0.0,0.0,0.0,324,12.0,12.0,13.5,18,334.0,6,111.71000000000001,40,1,0,0,1,0,0,1,2,1,0,10.847500000000002,10.815,39,121,88,7,5
 Ziguinchor,28,1,Deuxième Session,NULL,7.97,NON ADMIS,1,2017,M,S1,LYCEE DJIGNABO,O,Académie de Ziguinchor,ZIGUINCHOR,COLLEGE SAINT CHARLES LWANGA,1,Pass,ADM,1,1999,12.94,12.45,11.11,11.61,7,12,12,12,12,7.0,0.0,0.0,0.0,280,10.37,10.37,9.5,19,245.0,103,7.97,213,1,0,0,1,0,0,1,0,0,4,11.659166666666666,11.339999999999998,82,108,14,15,10
 Kaolack,45,1,Deuxième Session,NULL,8.85,AUTORISE,1,2018,M,S2,LYCEE MABA DIAKHOU BA,O,Académie de Kaolack,NIORO,LYCEE MABA DIAKHOU BA,1,Pass,ADM,1,2008,13.58,10.94,8.22,10.72,16,11,9,7,5,8.0,0.0,0.0,0.0,260,10.0,10.0,11.41,18,220.0,165,8.85,182,0,1,0,1,0,1,1,1,0,4,10.863333333333333,10.74,54,118,86,4,3
 Fatick,44,1,Deuxième Session,NULL,10.32,AUTORISE,1,2018,M,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,2,Pass,ADM,1,2008,12.62,10.33,11.72,11.21,13,15,8,8,7,7.0,0.0,0.0,0.0,268,10.31,10.31,11.59,19,206.14999999999998,192,10.32,137,0,1,0,1,0,1,1,1,0,4,10.863333333333333,11.245,29,139,13,4,2
0,60,1,Première Session,Bien,14.48,PASSE,1,2018,M,S1,LYCEE EL HADJI IBRAHIMA DIOP DE YEUMBEUL,O,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,1,Pass,ADM,1,2004,13.94,12.37,11.98,12.33,10,12,9,7,12,9.0,0.0,0.0,0.0,278,10.3,10.3,11.0,22,262.0,72,114.48,7,1,0,0,1,0,0,1,2,1,2,10.693384615384616,10.695217391304348,60,112,77,9,11
 Kaolack,60,1,Première Session,Passable,11.14,PASSE,1,2018,M,S1,LYCEE SERGENT MALAMINE CAMARA,O,Académie de Dakar,PARCELLES ASSAINIES,LYCEE SERGENT MALAMINE CAMARA,1,Pass,ADM,1,1998,14.84,13.07,10.43,11.09,10,10,10,10,12,6.0,0.0,0.0,0.0,272,10.07,10.07,10.0,20,250.0,93,111.14,58,1,0,0,1,0,0,1,2,1,0,11.080526315789474,12.524285714285714,57,131,95,0,3
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE AHOUNE SANE,O,Académie de Ziguinchor,BIGNONA,CEM ARFANG BESIRE SONKO,2,Pass,ADM,1,1998,10.26,9.55,11.84,11.95,12,14,14,6,10,10.0,0.0,0.0,0.0,304,11.69,11.69,12.0,20,182.39999999999998,228,10.0,148,0,1,0,1,0,1,1,2,0,0,11.659166666666666,11.636666666666665,3,34,1,15,0
 Louga,20,1,Deuxième Session,NULL,5.58,NON ADMIS,1,2018,M,S2,NOUVEAU LYCEE DE DAHRA ,O,Académie de Louga,DAHRA,LYCEE DE DAHRA,1,Pass,ADM,1,2007,15.82,15.54,13.5,10.89,13,11,13,9,13,3.0,0.0,0.0,0.0,260,10.0,10.0,8.76,19,193.0,213,5.58,268,0,1,0,1,0,1,1,0,0,4,10.847500000000002,10.270000000000001,6,143,38,7,5
 Thiès,60,1,Première Session,Assez-Bien,12.0,PASSE,1,2017,F,S1,LYCEE CHEIKH AMADOU LAMINE DABO,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,1,Pass,ADM,1,2004,14.02,12.76,14.29,13.93,9,10,8,11,14,11.0,0.0,0.0,0.0,274,10.15,10.15,9.5,20,241.0,113,112.0,32,1,0,0,0,1,0,0,2,1,1,10.926122448979593,10.393333333333333,44,46,16,14,9
 Thiès,60,1,Deuxième Session,Passable,10.15,PASSE,1,2018,F,S2,LYCEE DE TAIBA  NDIAYE,O,Académie de Thiès,TAIBA NDIAYE,LYCEE DE TAIBA  NDIAYE,2,Pass,ADM,2,2009,11.06,10.65,11.02,11.89,7,10,5,5,5,8.0,0.0,0.0,0.0,209,8.04,10.0,10.18,19,126.35,326,10.15,142,0,1,0,0,1,1,0,2,0,0,10.926122448979593,11.0,71,96,73,14,9
 Dakar,57,1,Deuxième Session,NULL,10.59,AUTORISE,1,2018,M,S2,LYCEE EL HADJI IBRAHIMA DIOP DE YEUMBEUL,O,Académie de Pikine - Guédiawaye,PIKINE,CEM THIAROYE 44,1,Pass,ADM,1,2010,13.6,12.75,12.82,13.39,16,14,6,14,10,4.0,0.0,0.0,0.0,274,10.54,10.54,11.06,21,228.0,151,10.59,129,0,1,0,1,0,1,1,1,0,4,10.693384615384616,10.695217391304348,60,112,10,9,0
 Dakar,40,1,Deuxième Session,NULL,8.4,NON ADMIS,1,2018,M,S2,LYCEE DE TIVAOUANE PEULH,O,Académie de Rufisque,TIVAOUANE PEULH,LYCEE DE TIVAOUANE PEULH,2,Pass,ADM,2,2002,10.22,11.44,10.31,8.89,11,10,10,4,7,7.0,0.0,0.0,0.0,222,8.54,10.15,11.35,23,151.04999999999998,284,8.4,198,0,1,0,1,0,1,1,0,0,4,10.668399999999998,10.15,78,101,78,10,0
 Kaolack,45,1,Deuxième Session,NULL,7.77,AUTORISE,1,2018,M,S2,LYCEE DE NDOFFANE,O,Académie de Kaolack,NDOFFANE,LYCEE DE NDOFFANE,1,Pass,ADM,1,2006,11.5,12.97,11.81,11.36,16,12,7,8,10,5.0,0.0,0.0,0.0,263,10.12,10.12,10.71,17,226.0,154,7.77,220,0,1,0,1,0,1,1,1,0,4,10.863333333333333,10.18,49,82,59,4,3
 Diourbel,46,1,Deuxième Session,NULL,9.14,AUTORISE,1,2017,M,S3,LYCEE TECHNIQUE AMADOU BAMBA,O,Académie de Diourbel,DIOURBEL,LYCEE TECHNIQUE AMADOU BAMBA,2,Pass,ADM,2,1997,12.63,10.92,9.69,10.27,1,6,12,7,9,0.0,12.0,17.0,13.0,296,8.22,11.78,11.0,21,137.75,309,9.14,172,0,0,1,1,0,2,1,1,0,4,11.153636363636364,11.459999999999999,12,136,98,1,1
 Kaolack,23,1,Deuxième Session,NULL,7.21,NON ADMIS,1,2018,M,S2,LYCEE MIXTE DE MBOSS,O,Académie de Kaolack,GUINGUINEO,LYCEE SERIGNE KHASSIM MBACKE GUINGUINEO,2,Pass,ADM,2,2008,11.32,10.34,10.07,11.21,10,9,6,11,4,6.0,0.0,0.0,0.0,211,8.12,10.88,11.06,19,146.29999999999998,296,7.21,235,0,1,0,1,0,1,1,0,0,4,10.863333333333333,10.3875,22,125,96,4,3
 Dakar,60,1,Deuxième Session,Passable,10.38,PASSE,1,2017,M,S1,LYCEE THIERNO SAIDOU NOUROU TALL,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,2,1996,16.32,11.88,11.8,11.16,6,9,11,7,12,5.0,0.0,0.0,0.0,216,8.0,10.0,9.5,22,208.0,189,10.38,135,1,0,0,1,0,0,1,2,0,0,11.080526315789474,10.754516129032258,7,138,104,0,0
 Saint-Louis,6,1,Deuxième Session,NULL,4.08,NON ADMIS,1,2018,M,S2,LYCEE BABA DIONGUE,O,Académie de Saint - Louis,PODOR,LYCEE BABA DIONGUE,1,Pass,ADM,1,2009,12.37,11.76,9.94,9.13,11,9,11,8,10,9.0,0.0,0.0,0.0,260,10.0,10.0,9.59,21,153.0,283,4.08,315,0,1,0,1,0,1,1,0,0,4,10.955625,10.0,61,38,26,11,7
 Dakar,60,1,Première Session,Passable,10.24,PASSE,1,2018,M,S1,LYCEE SEYDINA ISSA ROHOU LAHI,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE SEYDINA LIMAMOULAYE,1,Pass,ADM,1,2010,15.13,13.14,11.94,11.84,12,10,6,9,10,7.0,0.0,0.0,0.0,270,10.0,10.0,11.0,19,278.0,41,110.24,87,1,0,0,1,0,0,1,2,1,0,10.693384615384616,10.663333333333332,20,134,97,9,0
 Dakar,32,1,Deuxième Session,NULL,7.64,NON ADMIS,1,2018,M,S2,COLLEGE JEAN DE LA FONTAINE,O,Académie de Dakar,DAKAR,INSTITUTION NOTRE DAME,3,Pass,ADM,2,2016,9.99,9.59,10.56,11.44,10,7,10,10,9,11.0,0.0,0.0,0.0,245,9.42,10.35,10.71,24,118.8,333,7.64,223,0,1,0,1,0,1,1,0,0,4,11.080526315789474,10.754516129032258,7,2,22,0,0
 Dakar,40,1,Deuxième Session,NULL,7.24,NON ADMIS,1,2017,F,S1,LYCEE THIERNO SAIDOU NOUROU TALL,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,1,1999,12.38,10.83,12.85,10.88,8,12,13,8,7,11.0,0.0,0.0,0.0,275,10.19,10.19,10.0,19,254.0,85,7.24,234,1,0,0,0,1,0,0,0,0,4,11.080526315789474,10.754516129032258,7,138,104,0,0
 Kaolack,40,1,Deuxième Session,NULL,8.8,NON ADMIS,1,2018,M,S2,LYCEE MABA DIAKHOU BA,O,Académie de Kaolack,NIORO,LYCEE MABA DIAKHOU BA,1,Pass,ADM,1,1999,12.95,14.61,12.16,12.33,18,13,9,4,9,6.0,0.0,0.0,0.0,280,10.77,10.77,12.0,20,240.0,122,8.8,187,0,1,0,1,0,1,1,0,0,4,10.863333333333333,10.74,54,118,86,4,3
