REGION_DE_NAISSANCE,CREDIT,NIVEAU,SESSION,MENTION,MOYENNE ANNUELLE,RESULTAT,RESULTAT APP EVALUATION,Année BAC,Sexe,Série,Ets. de provenance,Type candidature,Académie de l'Ets. Prov.,Résidence,Centre d'Ec.,Nbre Fois au BAC,Mention,Résultat,Groupe Résultat,Année de l'Extrait EC,Moy. nde,Moy. ère,Moy. S Term.,Moy. S Term..1,MATH,SCPH,FR,PHILO,AN,SVT,COME,AFTA,EPAT,Tot. Pts au Grp.,Moyenne au Grp.,Moy. Gle,Moy. sur Mat.Fond.,Age en Décembre 2018,Score DAP,Rang DAP,Score L1,Rang L1,S1,S2,S3,Homme,Femme,Série_Encode,Sexe_Encode,RESULTAT_Encode,SESSION_Encode,MENTION_Encode,Academie perf.,Residence perf.,Résidence_Encode,Ets. de provenance_Encode,Centre d'Ec._Encode,Académie de l'Ets. Prov._Encode,REGION_DE_NAISSANCE_Encode
 Louga,60,1,Deuxième Session,Passable,10.02,PASSE,1,2018,M,S2,LYCEE MALICK SALL,O,Académie de Louga,LOUGA,LYCEE MALICK SALL,2,Pass,ADM,1,1996,10.07,10.32,11.03,1.41,9,12,12,6,10,15,0.0,0.0,0.0,301,11.58,11.58,12.18,22,176.7,102,10.02,362,0,1,0,1,0,1,1,2,0,0,10.643953488372093,10.577333333333334,55,232,130,7,5
 Dakar,60,1,Première Session,Passable,10.69,PASSE,1,2018,F,S2,LYCEE SEYDINA LIMAMOULAYE,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,CEM JOSEPH CORREA A,1,Pass,ADM,1,1999,13.76,13.89,11.61,11.11,7,8,10,13,13,15,0.0,0.0,0.0,278,10.69,10.69,10.18,19,168.0,208,110.69,85,0,1,0,0,1,1,0,2,1,0,10.725974025974025,10.639425287356321,32,248,7,9,0
 Kaolack,30,1,Deuxième Session,NULL,7.06,NON ADMIS,1,2018,M,S2,COURS PRIVES MBOUTOU SOW,O,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,4,Pass,ADM,1,1994,9.31,10.11,10.56,10.13,9,11,8,7,7,13,0.0,0.0,0.0,260,10.0,10.0,11.12,24,143.65,601,7.06,628,0,1,0,1,0,1,1,0,0,4,10.433076923076923,10.3396,41,27,16,4,3
 Diourbel,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,F,S2,LYCEE D'ENSEIGNEMENT GENERAL DE DIOURBEL,O,Académie de Diourbel,DIOURBEL,LYCEE D'ENSEIGNEMENT GENERAL DE DIOURBEL,2,Pass,ADM,1,2006,14.05,11.98,10.49,9.66,13,13,6,7,9,8,0.0,0.0,0.0,260,10.0,10.0,11.24,20,156.75,399,10.0,367,0,1,0,0,1,1,0,2,0,0,10.351333333333335,10.38225806451613,20,108,32,1,1
 Thiès,60,1,Deuxième Session,Passable,10.27,PASSE,1,2018,M,S2,LYCEE MALICK SY,O,Académie de Thiès,THIES,COLLEGE SAINT GABRIEL,1,Pass,ADM,1,1999,10.79,12.56,11.42,10.82,11,9,9,6,7,12,0.0,0.0,0.0,260,10.0,10.0,10.65,20,161.0,319,10.27,301,0,1,0,1,0,1,1,2,0,0,10.606013513513513,10.645483870967741,114,233,18,14,9
 Dakar,16,1,Deuxième Session,NULL,6.27,NON ADMIS,1,2018,F,S2,LYCEE DE THIAROYE,O,Académie de Pikine - Guédiawaye,PIKINE,CEM THIAROYE 44,1,Pass,ADM,1,1999,0.0,13.4,12.72,12.53,10,11,9,14,13,12,0.0,0.0,0.0,291,11.19,11.19,11.06,19,177.0,93,6.27,657,0,1,0,0,1,1,0,0,0,4,10.725974025974025,10.896896551724138,86,196,13,9,0
 Dakar,15,1,Deuxième Session,NULL,6.61,NON ADMIS,1,2018,M,S2,LYCEE SEYDINA LIMAMOULAYE,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,CEM NDIARKA DIAGNE,2,Pass,ADM,2,1998,10.52,9.1,9.99,11.38,5,12,6,11,7,11,0.0,0.0,0.0,246,9.46,11.73,12.18,20,138.7,649,6.61,644,0,1,0,1,0,1,1,0,0,4,10.725974025974025,10.639425287356321,32,248,11,9,0
 Saint-Louis,60,1,Deuxième Session,Passable,10.16,PASSE,1,2018,M,S2,LYCEE TECHNIQUE PRIVE AMADOU SOW NDIAYE,O,Académie de Saint - Louis,SAINT LOUIS,LYCEE TECHNIQUE ANDRE PEYTAVIN,1,Pass,ADM,1,2000,9.91,12.3,10.85,12.21,8,13,13,12,10,11,0.0,0.0,0.0,285,10.96,10.96,10.82,18,173.0,132,10.16,329,0,1,0,1,0,1,1,2,0,0,10.538157894736841,10.502380952380953,95,250,143,11,7
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,GROUPE SCOLAIRE PRIVE SEYDOU NOUROU TALL,O,Académie de Pikine - Guédiawaye,PIKINE,CEM THIAROYE 44,2,Pass,ADM,1,1998,0.0,0.0,0.0,0.0,6,10,9,11,9,14,0.0,0.0,0.0,270,10.38,10.38,10.24,20,150.1,502,10.0,367,0,1,0,1,0,1,1,2,0,0,10.725974025974025,10.896896551724138,86,82,13,9,0
 Dakar,60,1,Deuxième Session,Passable,11.76,PASSE,1,2018,F,S2,LYCEE SERGENT MALAMINE CAMARA,O,Académie de Dakar,PARCELLES ASSAINIES,CEM UNITE 19,1,Pass,ADM,1,1999,12.59,10.8,12.69,12.52,8,10,11,10,9,10,0.0,0.0,0.0,261,10.04,10.04,9.41,19,152.0,474,11.76,174,0,1,0,0,1,1,0,2,0,0,10.54820754716981,10.64857142857143,82,242,14,0,0
 Dakar,60,1,Deuxième Session,Passable,10.72,PASSE,1,2018,F,S2,LYCEE DE THIAROYE,O,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,2,Pass,ADM,1,1999,10.82,10.29,13.38,12.34,11,9,14,8,6,12,0.0,0.0,0.0,282,10.85,10.85,10.65,20,152.95,467,10.72,233,0,1,0,0,1,1,0,2,0,0,10.725974025974025,10.896896551724138,86,196,108,9,0
 Thiès,60,1,Première Session,Passable,10.1,PASSE,1,2018,M,S2,LYCEE LEOPOLD SEDAR SENGHOR,O,Académie de Thiès,JOAL,LYCEE LEOPOLD SEDAR SENGHOR,1,Pass,ADM,1,2003,13.43,11.17,10.03,9.05,11,11,10,9,9,16,0.0,0.0,0.0,307,11.81,11.81,12.76,21,195.0,26,110.1,151,0,1,0,1,0,1,1,2,1,0,10.606013513513513,10.719999999999999,37,225,124,14,9
 Dakar,40,1,Deuxième Session,NULL,9.27,NON ADMIS,1,2018,F,S2,LYCEE SERGENT MALAMINE CAMARA,O,Académie de Dakar,PARCELLES ASSAINIES,LYCEE SERGENT MALAMINE CAMARA,2,Pass,ADM,1,1998,11.01,10.82,12.19,11.31,7,12,10,8,7,13,0.0,0.0,0.0,272,10.46,10.46,10.88,20,157.7,374,9.27,473,0,1,0,0,1,1,0,0,0,4,10.54820754716981,10.64857142857143,82,242,137,0,0
 Diourbel,25,1,Deuxième Session,NULL,7.91,NON ADMIS,1,2018,F,S2,LYCEE EX CEM MBACKE 2,O,Académie de Diourbel,MBACKE,LYCEE DE MBACKE,1,Pass,ADM,1,2010,9.3,10.49,11.19,11.25,5,11,11,4,5,16,0.0,0.0,0.0,260,10.0,10.0,11.0,20,171.0,165,7.91,597,0,1,0,0,1,1,0,0,0,4,10.351333333333335,10.188333333333334,59,216,68,1,1
 Dakar,60,1,Deuxième Session,Passable,11.16,PASSE,1,2018,M,S2,LYCEE SERGENT MALAMINE CAMARA,O,Académie de Dakar,PARCELLES ASSAINIES,CEM UNITE 19,3,Pass,ADM,1,1996,11.97,10.56,11.94,10.71,11,10,9,11,6,10,0.0,0.0,0.0,260,10.0,10.0,10.29,22,138.6,653,11.16,194,0,1,0,1,0,1,1,2,0,0,10.54820754716981,10.64857142857143,82,242,14,0,0
 Fatick,13,1,Deuxième Session,NULL,3.93,NON ADMIS,1,2018,M,S2,CANDIDAT INDIVIDUEL FATICK (CAOSP),I,Académie de Fatick,FATICK,LYCEE DE SOUM,4,Pass,ADM,1,2006,0.0,0.0,0.0,0.0,6,9,10,11,9,15,0.0,0.0,0.0,261,10.04,10.04,10.24,24,135.15,679,3.93,719,0,1,0,1,0,1,1,0,0,4,10.480731707317073,10.505555555555555,24,6,103,2,2
 Dakar,7,1,Deuxième Session,NULL,2.0,NON ADMIS,1,2018,F,S2,INSTITUTION NOTRE DAME,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,1,2000,11.8,13.35,11.75,11.39,10,11,14,13,17,7,0.0,0.0,0.0,281,10.81,10.81,9.29,18,147.0,555,2.0,751,0,1,0,0,1,1,0,0,0,4,10.54820754716981,10.512179487179488,11,86,147,0,0
 Kaolack,12,1,Deuxième Session,NULL,7.68,NON ADMIS,1,2018,M,S2,NOUVEAU LYCEE DE KAOLACK,O,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,3,Pass,ADM,2,1995,10.47,8.36,9.27,8.76,11,6,6,8,8,16,0.0,0.0,0.0,257,9.88,11.15,12.06,23,153.0,458,7.68,604,0,1,0,1,0,1,1,0,0,4,10.433076923076923,10.3396,41,255,16,4,3
 Fatick,60,1,Deuxième Session,Passable,11.21,PASSE,1,2018,F,S2,LYCEE DE PASSY,O,Académie de Fatick,PASSY,LYCEE DE PASSY,1,Pass,ADM,1,1999,12.24,11.97,9.56,10.07,13,12,9,10,9,7,0.0,0.0,0.0,260,10.0,10.0,10.53,19,164.0,270,11.21,189,0,1,0,0,1,1,0,2,0,0,10.480731707317073,10.165714285714285,83,171,87,2,2
 Diourbel,33,1,Deuxième Session,NULL,7.8,NON ADMIS,1,2018,F,S2,LYCEE CHEIKH MOUHAMADOU MOUSTAPHA MBACKE,O,Académie de Diourbel,DIOURBEL,LYCEE D'ENSEIGNEMENT GENERAL DE DIOURBEL,1,Pass,ADM,1,2002,12.86,10.87,9.64,11.0,7,10,11,10,8,14,0.0,0.0,0.0,276,10.62,10.62,10.53,19,172.0,151,7.8,601,0,1,0,0,1,1,0,0,0,4,10.351333333333335,10.38225806451613,20,103,32,1,1
 Ziguinchor,60,1,Première Session,Passable,10.75,PASSE,1,2018,M,S2,LYCEE DE KAFOUNTINE,O,Académie de Ziguinchor,KAFOUNTINE,LYCEE DE KAFOUNTINE,1,Pass,ADM,1,2005,11.63,12.3,10.8,12.83,4,12,9,8,9,13,0.0,0.0,0.0,260,10.0,10.0,10.0,20,154.0,445,110.75,75,0,1,0,1,0,1,1,2,1,0,10.608695652173912,10.0,39,137,58,15,10
 Ziguinchor,60,1,Première Session,Assez-Bien,12.37,PASSE,1,2018,M,S2,LYCEE ALINE SITOE DIATTA,O,Académie de Ziguinchor,OUSSOUYE,LYCEE ALINE SITOE DIATTA,1,Pass,ADM,1,2000,10.63,14.99,12.77,12.04,10,12,11,12,7,6,0.0,0.0,0.0,260,10.0,10.0,9.29,20,136.0,672,112.37,9,0,1,0,1,0,1,1,2,1,1,10.608695652173912,10.0,81,91,26,15,10
 Kaolack,4,1,Deuxième Session,NULL,0.68,NON ADMIS,1,2018,F,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,3,Pass,ADM,1,1993,12.34,11.41,12.13,13.04,6,11,11,11,10,11,0.0,0.0,0.0,260,10.0,10.0,9.53,25,130.5,702,0.68,770,0,1,0,0,1,1,0,0,0,4,10.433076923076923,10.3396,41,252,16,4,3
 Louga,40,1,Deuxième Session,NULL,9.78,NON ADMIS,1,2018,M,S2,LYCEE ABDOULAYE SADJI,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,2,Pass,ADM,1,2008,12.41,10.45,10.21,9.51,7,8,12,6,10,14,0.0,0.0,0.0,262,10.08,10.08,9.82,19,153.9,450,9.78,453,0,1,0,1,0,1,1,0,0,4,10.467735849056604,10.449444444444445,93,88,134,10,5
 Dakar,37,1,Deuxième Session,NULL,7.0,NON ADMIS,1,2018,F,S2,LYCEE DE THIAROYE,O,Académie de Pikine - Guédiawaye,PIKINE,CEM THIAROYE 44,2,Pass,ADM,2,2006,0.0,0.0,0.0,0.0,15,9,6,6,5,10,0.0,0.0,0.0,254,9.77,11.62,13.59,21,156.75,399,7.0,629,0,1,0,0,1,1,0,0,0,4,10.725974025974025,10.896896551724138,86,196,13,9,0
 Fatick,3,1,Deuxième Session,NULL,0.57,NON ADMIS,1,2018,M,S2,LYCEE MACODOU NDIAYE DE SOKONE,O,Académie de Fatick,SOKONE,LYCEE MACODOU NDIAYE DE SOKONE,1,Pass,ADM,1,1999,13.2,12.54,10.58,9.8,11,9,14,11,12,6,0.0,0.0,0.0,260,10.0,10.0,8.53,19,135.0,680,0.57,774,0,1,0,1,0,1,1,0,0,4,10.480731707317073,11.0,104,230,128,2,2
 Kaolack,60,1,Deuxième Session,Passable,10.59,PASSE,1,2018,F,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,2,Pass,ADM,1,2009,11.69,12.13,13.15,13.4,6,13,11,11,12,10,0.0,0.0,0.0,273,10.5,10.5,9.88,21,141.54999999999998,622,10.59,251,0,1,0,0,1,1,0,2,0,0,10.433076923076923,10.3396,41,252,15,4,3
 Fatick,12,1,Deuxième Session,NULL,3.49,NON ADMIS,1,2018,F,S2,LYCEE COUMBA NDOFFENE DIOUF,O,Académie de Fatick,FATICK,LYCEE COUMBA NDOFFENE DIOUF,2,Pass,ADM,2,2009,9.72,11.02,11.22,10.41,8,12,8,8,7,10,0.0,0.0,0.0,246,9.46,10.04,10.82,22,144.4,585,3.49,727,0,1,0,0,1,1,0,0,0,4,10.480731707317073,10.505555555555555,24,107,30,2,2
 Dakar,60,1,Première Session,Passable,11.47,PASSE,1,2018,M,S2,LYCEE ABDOULAYE SADJI,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,1,Pass,ADM,2,1999,13.89,12.01,11.95,11.16,7,11,8,5,8,10,0.0,0.0,0.0,233,8.96,10.81,12.29,20,143.0,608,111.47,30,0,1,0,1,0,1,1,2,1,0,10.467735849056604,10.449444444444445,93,88,134,10,0
 Thiès,30,1,Deuxième Session,NULL,8.14,NON ADMIS,1,2018,F,S2,COLLEGE SAINT GABRIEL,O,Académie de Thiès,THIES,COLLEGE SAINT GABRIEL,2,Pass,ADM,1,1998,10.19,10.82,9.62,10.71,9,10,13,6,13,16,0.0,0.0,0.0,304,11.69,11.69,11.82,20,172.9,146,8.14,580,0,1,0,0,1,1,0,0,0,4,10.606013513513513,10.645483870967741,114,17,18,14,9
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,F,S2,LYCEE SEYDINA ISSA ROHOU LAHI,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE SEYDINA LIMAMOULAYE,2,ABien,ADM,1,1997,9.62,10.36,12.4,13.04,16,13,9,8,5,15,0.0,0.0,0.0,328,12.62,12.62,14.59,21,227.04999999999998,1,10.0,367,0,1,0,0,1,1,0,2,0,0,10.725974025974025,10.639425287356321,32,247,141,9,0
 Diourbel,60,1,Première Session,Passable,10.0,PASSE,1,2018,M,S2,GROUPE SCOLAIRE XAADIMUL RASSUL DIOURBEL,O,Académie de Diourbel,DIOURBEL,LYCEE TECHNIQUE AMADOU BAMBA,2,Pass,ADM,1,2009,9.63,10.06,11.12,11.14,8,11,11,8,8,14,0.0,0.0,0.0,279,10.73,10.73,11.18,20,162.45,289,110.0,159,0,1,0,1,0,1,1,2,1,0,10.351333333333335,10.38225806451613,20,83,142,1,1
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE DEMBA DIOP,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,2,Pass,ADM,1,1997,10.2,9.52,11.24,11.65,11,12,11,8,8,13,0.0,0.0,0.0,292,11.23,11.23,12.06,21,172.9,146,10.0,367,0,1,0,1,0,1,1,2,0,0,10.606013513513513,10.566285714285714,63,206,19,14,0
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE MIXTE MAURICE DELAFOSSE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,2,Pass,ADM,2,1997,10.65,10.42,10.93,10.41,8,9,8,7,6,12,0.0,0.0,0.0,231,8.88,11.42,13.53,21,141.54999999999998,622,10.0,367,0,1,0,1,0,1,1,2,0,0,10.54820754716981,10.512179487179488,11,237,147,0,0
 Dakar,60,1,Première Session,Passable,10.29,PASSE,1,2018,F,S2,LYCEE ABDOULAYE SADJI,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,1,Pass,ADM,1,1998,14.83,13.84,12.73,13.65,10,11,7,11,9,11,0.0,0.0,0.0,269,10.35,10.35,10.71,20,161.0,319,110.28999999999999,128,0,1,0,0,1,1,0,2,1,0,10.467735849056604,10.449444444444445,93,88,134,10,0
 Thiès,60,1,Première Session,Passable,10.27,PASSE,1,2018,F,S2,LYCEE DE THIENABA,O,Académie de Thiès,THIENABA,LYCEE DE THIENABA,2,Pass,ADM,1,2001,11.52,10.31,10.39,12.04,6,14,8,8,5,13,0.0,0.0,0.0,260,10.0,10.0,11.29,21,163.4,278,110.27,130,0,1,0,0,1,1,0,2,1,0,10.606013513513513,10.175,113,197,109,14,9
 Dakar,60,1,Première Session,Passable,10.07,PASSE,1,2018,F,S2,LYCEE ABDOULAYE SADJI,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,1,Pass,ADM,1,1998,13.96,14.27,12.65,12.34,11,6,8,9,8,16,0.0,0.0,0.0,272,10.46,10.46,11.0,20,170.0,180,110.07,155,0,1,0,0,1,1,0,2,1,0,10.467735849056604,10.449444444444445,93,88,134,10,0
 Kaolack,6,1,Deuxième Session,NULL,4.57,NON ADMIS,1,2018,F,S2,GROUPE SCOLAIRE EDUCAZUR,O,Académie de Pikine - Guédiawaye,MBAO,CEM DIAMAGUENE (SICAP MBAO),2,Pass,ADM,1,2005,11.07,10.71,10.22,10.83,8,14,12,6,7,11,0.0,0.0,0.0,282,10.85,10.85,11.18,23,159.6,338,4.57,698,0,1,0,0,1,1,0,0,0,4,10.725974025974025,10.975,60,76,3,9,3
 Thiès,43,1,Deuxième Session,NULL,9.19,AUTORISE,1,2018,M,S2,LYCEE DAROU KHOUDOSS ,O,Académie de Thiès,DAROU KHOUDOSS,LYCEE DAROU KHOUDOSS ,1,Pass,ADM,1,1999,9.29,9.34,11.93,12.66,7,13,12,10,3,11,0.0,0.0,0.0,260,10.0,10.0,10.53,19,169.0,193,9.19,483,0,1,0,1,0,1,1,1,0,4,10.606013513513513,10.678,12,109,33,14,9
 Dakar,60,1,Première Session,Passable,11.22,PASSE,1,2018,M,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,2,Pass,ADM,1,1997,10.59,11.08,11.06,12.34,12,10,8,6,6,11,0.0,0.0,0.0,260,10.0,10.0,10.94,21,155.79999999999998,414,111.22,47,0,1,0,1,0,1,1,2,1,0,10.54820754716981,10.512179487179488,11,96,145,0,0
 Dakar,60,1,Deuxième Session,Passable,10.06,PASSE,1,2018,M,S2,LYCEE DE KEUR MASSAR ,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,1,Pass,ADM,2,1999,11.03,11.05,10.25,10.02,7,7,8,7,8,14,0.0,0.0,0.0,236,9.08,11.81,12.59,19,157.0,389,10.06,353,0,1,0,1,0,1,1,2,0,0,10.725974025974025,10.592222222222222,45,140,146,9,0
 Dakar,60,1,Première Session,Passable,10.24,PASSE,1,2018,F,S2,COURS PRIVE EXCELLENCE LIMALOULAYE,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE SEYDINA LIMAMOULAYE,1,Pass,ADM,1,2018,13.71,12.59,12.17,10.87,9,9,9,8,9,13,0.0,0.0,0.0,267,10.27,10.27,10.41,19,169.0,193,110.24,139,0,1,0,0,1,1,0,2,1,0,10.725974025974025,10.639425287356321,32,23,141,9,0
Sédhiou,60,1,Première Session,Passable,11.37,PASSE,1,2018,M,S2,LYCEE DE DJIREDJI,O,Académie de Sédhiou,DJIREDJI,LYCEE DE DJIREDJI,2,Pass,ADM,1,2010,10.08,0.0,13.48,13.62,7,11,10,7,6,13,0.0,0.0,0.0,263,10.12,10.12,10.53,19,162.45,289,111.37,37,0,1,0,1,0,1,1,2,1,0,10.63,10.12,21,127,50,12,14
 Dakar,60,1,Deuxième Session,Passable,11.13,PASSE,1,2018,M,S2,LYCEE DE SINDIAN BIGNONA,O,Académie de Ziguinchor,SINDIAN,LYCEE DE SINDIAN BIGNONA,5,Pass,ADM,1,1993,11.65,11.52,12.73,12.07,9,11,14,8,4,14,0.0,0.0,0.0,279,10.73,10.73,11.47,25,148.75,531,11.13,196,0,1,0,1,0,1,1,2,0,0,10.608695652173912,10.73,103,189,102,15,0
 Dakar,39,1,Deuxième Session,NULL,8.73,NON ADMIS,1,2018,M,S2,LYCEE AHMADOU NDACK SECK THIES,O,Académie de Thiès,THIES,ECOLE ELEMENTAIRE GERMAINE LE GOFF DE THIES,2,Pass,ADM,1,1997,9.88,10.09,10.11,11.93,5,11,15,14,10,15,0.0,0.0,0.0,301,11.58,11.58,10.65,21,156.75,399,8.73,535,0,1,0,1,0,1,1,0,0,4,10.606013513513513,10.645483870967741,114,89,21,14,0
